id,study_id,synthesis,study,year,doi,journal,title,country,region,site,lat,lon,crop,cropFull,outcome,subOutcome,unit,practice,practiceDetail,comparator,cMean,cSD,cN,tMean,tSD,tN,lnRR,lnRR_SE,value,years
MD_Jones_21_A glo_Sc_470,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,3.0559582184505825,0.5071241063910605,4.0,2.8419983820105994,0.7190807178589802,4.0,-0.0726,0.1513,-7.0,4.0
MD_Jones_21_A glo_Sc_471,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,3.0559582184505825,0.5071241063910605,4.0,3.1603955818983316,0.9727198181688008,4.0,0.0336,0.1748,3.4,4.0
MD_Jones_21_A glo_Sc_472,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,No Fertilizers Applied,No Fertilizers Applied,External input dependency,4.177879773481484,0.5917218379038811,4.0,3.0559582184505825,0.5071241063910605,4.0,-0.3127,0.1091,-26.9,4.0
MD_Jones_21_A glo_Sc_473,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,4.177879773481484,0.5917218379038811,4.0,3.9180769040268126,1.0577798323674799,4.0,-0.0642,0.1524,-6.2,4.0
MD_Jones_21_A glo_Sc_474,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,4.177879773481484,0.5917218379038811,4.0,3.0312646183140997,0.5917218379038802,4.0,-0.3208,0.1206,-27.4,4.0
MD_Jones_21_A glo_Sc_475,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,4.177879773481484,0.5917218379038811,4.0,2.8419983820105994,0.7190807178589802,4.0,-0.3853,0.145,-32.0,4.0
MD_Jones_21_A glo_Sc_476,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,4.177879773481484,0.5917218379038811,4.0,3.1603955818983316,0.9727198181688008,4.0,-0.2791,0.1694,-24.4,4.0
MD_Jones_21_A glo_Sc_477,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,1.816848002553562,0.76091730092952,4.0,1.8753652858723104,0.5071241063910601,4.0,0.0317,0.2493,3.2,4.0
MD_Jones_21_A glo_Sc_478,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,1.816848002553562,0.76091730092952,4.0,1.517057680771792,0.6338666094316601,4.0,-0.1803,0.2958,-16.5,4.0
MD_Jones_21_A glo_Sc_479,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,1.816848002553562,0.76091730092952,4.0,1.6028111189992682,0.8462855035854404,4.0,-0.1253,0.337,-11.8,4.0
MD_Jones_21_A glo_Sc_480,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,1.816848002553562,0.76091730092952,4.0,1.7519358087470485,0.76153367784402,4.0,-0.0364,0.3018,-3.6,4.0
MD_Jones_21_A glo_Sc_481,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,No Fertilizers Applied,No Fertilizers Applied,External input dependency,4.0387712085940555,0.3376204549081798,4.0,1.816848002553562,0.76091730092952,4.0,-0.7988,0.2135,-55.0,4.0
MD_Jones_21_A glo_Sc_482,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,4.0387712085940555,0.3376204549081798,4.0,1.8753652858723104,0.5071241063910601,4.0,-0.7671,0.1415,-53.6,4.0
MD_Jones_21_A glo_Sc_483,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,4.0387712085940555,0.3376204549081798,4.0,1.517057680771792,0.6338666094316601,4.0,-0.9792,0.2131,-62.4,4.0
MD_Jones_21_A glo_Sc_484,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,4.0387712085940555,0.3376204549081798,4.0,1.6028111189992682,0.8462855035854404,4.0,-0.9242,0.2673,-60.3,4.0
MD_Jones_21_A glo_Sc_485,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,4.0387712085940555,0.3376204549081798,4.0,1.7519358087470485,0.76153367784402,4.0,-0.8352,0.2213,-56.6,4.0
MD_Jones_21_A glo_Sc_486,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,1.3906783541210397,0.17021464388754026,4.0,3.640461834650836,1.1483310072430593,4.0,0.9623,0.1692,161.8,4.0
MD_Jones_21_A glo_Sc_487,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,1.3906783541210397,0.17021464388754026,4.0,1.875643352438532,0.5535065121333602,4.0,0.2992,0.1597,34.9,4.0
MD_Jones_21_A glo_Sc_488,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,1.3906783541210397,0.17021464388754026,4.0,2.260093668805198,0.42522769021994034,4.0,0.4856,0.1122,62.5,4.0
MD_Jones_21_A glo_Sc_489,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,1.3906783541210397,0.17021464388754026,4.0,1.7506854151381577,0.4266178279649404,4.0,0.2302,0.1363,25.9,4.0
MD_Jones_21_A glo_Sc_490,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,No Fertilizers Applied,No Fertilizers Applied,External input dependency,1.774974210738261,0.25563088533017986,4.0,1.3906783541210397,0.17021464388754026,4.0,-0.244,0.0945,-21.7,4.0
MD_Jones_21_A glo_Sc_491,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,1.774974210738261,0.25563088533017986,4.0,3.640461834650836,1.1483310072430593,4.0,0.7183,0.1734,105.1,4.0
MD_Jones_21_A glo_Sc_492,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,1.774974210738261,0.25563088533017986,4.0,1.875643352438532,0.5535065121333602,4.0,0.0552,0.1642,5.7,4.0
MD_Jones_21_A glo_Sc_493,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,1.774974210738261,0.25563088533017986,4.0,2.260093668805198,0.42522769021994034,4.0,0.2416,0.1185,27.3,4.0
MD_Jones_21_A glo_Sc_494,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,1.774974210738261,0.25563088533017986,4.0,1.7506854151381577,0.4266178279649404,4.0,-0.0138,0.1415,-1.4,4.0
MD_Jones_21_A glo_Sc_495,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,1.337582815249588,0.3401203682761804,4.0,1.4171295862133615,0.33965698902784025,4.0,0.0578,0.1747,5.9,4.0
MD_Jones_21_A glo_Sc_496,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,1.337582815249588,0.3401203682761804,4.0,1.0989811172956276,0.17006018413809976,4.0,-0.1965,0.1488,-17.8,4.0
MD_Jones_21_A glo_Sc_497,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,1.337582815249588,0.3401203682761804,4.0,1.0368496830816891,0.2975667073042998,4.0,-0.2547,0.1917,-22.5,4.0
MD_Jones_21_A glo_Sc_498,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,1.337582815249588,0.3401203682761804,4.0,1.2722849561720435,0.33981144877727987,4.0,-0.05,0.1844,-4.9,4.0
MD_Jones_21_A glo_Sc_499,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,No Fertilizers Applied,No Fertilizers Applied,External input dependency,1.955923807212166,0.34012036827618,4.0,1.337582815249588,0.3401203682761804,4.0,-0.38,0.154,-31.6,4.0
MD_Jones_21_A glo_Sc_500,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,1.955923807212166,0.34012036827618,4.0,1.4171295862133615,0.33965698902784025,4.0,-0.3222,0.1481,-27.5,4.0
MD_Jones_21_A glo_Sc_501,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,1.955923807212166,0.34012036827618,4.0,1.0989811172956276,0.17006018413809976,4.0,-0.5765,0.1164,-43.8,4.0
MD_Jones_21_A glo_Sc_502,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,1.955923807212166,0.34012036827618,4.0,1.0368496830816891,0.2975667073042998,4.0,-0.6347,0.1678,-47.0,4.0
MD_Jones_21_A glo_Sc_503,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,1.955923807212166,0.34012036827618,4.0,1.2722849561720435,0.33981144877727987,4.0,-0.43,0.1594,-35.0,4.0
MD_Jones_21_A glo_Sc_504,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,1.811836319835578,0.8926599992138398,4.0,4.456628799577715,1.6785134687414,4.0,0.9001,0.3101,146.0,4.0
MD_Jones_21_A glo_Sc_505,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,1.811836319835578,0.8926599992138398,4.0,2.366758573442125,0.2859180476080798,4.0,0.2672,0.2536,30.6,4.0
MD_Jones_21_A glo_Sc_506,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,1.811836319835578,0.8926599992138398,4.0,4.455550626407381,1.6790525553265603,4.0,0.8998,0.3101,145.9,4.0
